source_run,classification,model_adopted,fixed_shear_s_per_m,target_snr_db,target_rmse,no_shear_10db_goal_achieved,full_saved_output_audit,cpu_restoration_audit
runs/study_031_c3_siren_10db/20260909T021337632365Z_1819109f28e1_siren,adopted_with_declared_fixed_shear_reference,True,0.0006,11.342154102264281,2.692885844540137,False,success,passed_16_target_subset
