run,native_run,trace_count,sample_count,reference_energy,error_energy,snr_db,snr_status,rmse,relative_l2,steps_completed,parameter_count,final_batch_loss,training_seconds,prediction_seconds,evaluation_seconds,outer_action_seconds
old_global_rms,runs/study_029_c3_amplitude_qc/20260909T000855786328Z_1819109f28e1_siren/native,58999,22655616,2237830414.4522877,2237985099.6359725,-0.0003001862856955029,finite,9.938953479476723,1.0000345608205405,2000,199425,0.9936274886131287,4.088454372249544,0.8827108405530453,0.2158965766429901,15.407120449468493
new_per_trace_rms,runs/study_030_c3_siren_trace_scaling/20260909T003230820286Z_1819109f28e1_siren/native,58999,22655616,2237830414.4522877,2237948845.6286945,-0.00022983263214371163,finite,9.938872976628174,1.0000264608097134,2000,199425,0.9971027374267578,4.123985452577472,0.9251156058162451,0.21570185385644436,30.44544478878379
