condition,evaluation_scope,trace_count,sample_count,optimizer_steps,physical_snr_db,physical_rmse,physical_reference_energy,physical_error_energy,source_result
observed_trace_rms_without_lag,same_four_training_queries_only_not_validation,4,1536,1000,21.100294681514264,1.0110071389705064,202268.90732491907,1570.0000282357694,runs/study_032_c3_proposed_gnn_10db/20260909T065545217094Z_e39df16d563c_observed_trace_rms_fixed_training_fit/result.json
observed_trace_rms_learned_edge_lag,same_four_training_queries_only_not_validation,4,1536,1000,20.38534234408179,1.0977459389567195,202268.90732491907,1850.9508810178097,runs/study_032_c3_proposed_gnn_10db/20260909T075344685724Z_e39df16d563c_learned_edge_lag_fixed_training_fit/result.json
