condition,evaluation_scope,query_count,sample_count,optimizer_steps,graph_build_seconds,observed_and_label_read_seconds,forward_seconds,backward_and_optimizer_seconds,worker_elapsed_seconds,driver_elapsed_seconds,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes,process_peak_rss_bytes,initial_weight_capture_seconds_included_in_forward,normalized_training_loss_before_update,source_result
observed_trace_rms_fp32_first_train_batch,single_disposable_optimizer_update_not_quality_evaluation,128,49152,1,1.4458746863529086,0.41919626761227846,1.159574287943542,2.1233774004504085,9.200494861230254,11.238337029702961,8258731520,8963227648,3009167360,0.0014889221638441086,1.9294331073760986,runs/study_032_c3_proposed_gnn_10db/20260909T075825670757Z_e39df16d563c_observed_trace_rms_fp32_gpu_resource_audit/train_128.json
