input_gain,output_rms_gain_vs_a1,scaled_training_teacher_snr_db,scaled_training_teacher_rmse,normalized_equivariance_relative_l2
0.1,0.49016720921152296,-13.687565888526619,5.548137948016923,4.845063595701033
0.3,0.635673603458928,-4.938358136888838,6.0786637146586475,1.763141130557024
1.0,1.0,20.090774711031017,1.1356126477571733,0.0
3.0,1.1506805623236764,3.689444925013914,22.512201368254463,0.6485068855403356
10.0,1.1697591629327722,0.952594096303641,102.83459725604067,0.8946667077001542
