scope,is_model_prediction,is_achievable_bound,is_goal_achievement,query_count,sample_count,physical_snr_db,physical_rmse,physical_relative_l2,observed_trace_count,target_samples_read_during_gain_inference,target_samples_read_after_gain_seal,context_free_query_count,source,source_sha256
oracle_unit_waveform_times_observed_inferred_RMS_amplitude_only_diagnostic,False,False,False,58999,22655616,28.808754037775863,0.3604856212572138,0.036271231239836464,14729,0,22655616,0,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
